     0 2.193812767297e-07 2.193812767297e-07
     1 2.175873199636e-07 2.770828016373e-07
     2 2.162639180235e-07 2.965803050089e-07
     3 2.148725314194e-07 3.123812842015e-07
     4 2.154390147947e-07 3.277038282707e-07
     5 2.156682660958e-07 3.407303572462e-07
     6 2.151944251448e-07 3.514107410118e-07
     7 2.144958682371e-07 3.605202363686e-07
     8 2.141500607982e-07 3.688499370426e-07
     9 2.140869540591e-07 3.765072942497e-07
    10 2.138611367543e-07 3.831458568930e-07
    11 2.241875103507e-07 3.996454600537e-07
    12 2.190543686605e-07 4.000258134705e-07
    13 2.126172905349e-07 3.985210358111e-07
    14 2.118679752873e-07 4.021856582417e-07
    15 2.114318669958e-07 4.057236646570e-07
    16 2.094558338382e-07 4.073133391613e-07
    17 2.091563191423e-07 4.102025410088e-07
    18 2.085649475145e-07 4.124857266590e-07
    19 2.079273795196e-07 4.144085566768e-07
    20 2.076861487407e-07 4.164292726084e-07
    21 2.082298028748e-07 4.189835460408e-07
    22 2.081210061050e-07 4.206654570836e-07
    23 2.086786456389e-07 4.227938929443e-07
    24 2.079898486445e-07 4.234873967175e-07
    25 2.079768746038e-07 4.246525199219e-07
    26 2.084661511778e-07 4.261628141083e-07
    27 2.090942622904e-07 4.276548632007e-07
    28 2.093083907237e-07 4.285915579443e-07
    29 2.098088847108e-07 4.296732465723e-07
    30 2.095902793723e-07 4.299258801319e-07
    31 2.099509760048e-07 4.306164439929e-07
    32 2.099954587852e-07 4.309122541857e-07
    33 2.104539588463e-07 4.315121259161e-07
    34 2.114491982910e-07 4.325544892507e-07
    35 2.113020524915e-07 4.323759275246e-07
    36 2.118877685584e-07 4.328359798854e-07
    37 2.122873029269e-07 4.330470186947e-07
    38 2.128179614092e-07 4.333106418014e-07
    39 2.135695534011e-07 4.337323665647e-07
    40 2.137635792463e-07 4.335494012915e-07
    41 2.139907635688e-07 4.333367626424e-07
    42 2.151844571850e-07 4.340278014341e-07
    43 2.151505376856e-07 4.334598111836e-07
    44 2.153862812039e-07 4.330986520977e-07
    45 2.153898182329e-07 4.324738705959e-07
    46 2.153973122833e-07 4.318059222259e-07
    47 2.151500694956e-07 4.308518210910e-07
    48 2.155126449333e-07 4.304761222552e-07
    49 2.155969640898e-07 4.297907512115e-07
    50 2.165671489705e-07 4.299598299656e-07
    51 2.168397338732e-07 4.293998928150e-07
    52 2.176675415662e-07 4.293794704916e-07
    53 2.181470765041e-07 4.289793594865e-07
    54 2.181059533199e-07 4.280428823960e-07
    55 2.181004657211e-07 4.271106249644e-07
    56 2.188289930530e-07 4.268966745003e-07
    57 2.194521873726e-07 4.265773910238e-07
    58 2.195291983629e-07 4.256805082915e-07
    59 2.202212314741e-07 4.253829397168e-07
    60 2.210687400004e-07 4.252408465572e-07
    61 2.217130649943e-07 4.248798619019e-07
    62 2.220159348341e-07 4.241617141294e-07
    63 2.229850981633e-07 4.241098598461e-07
    64 2.238454297946e-07 4.239334659017e-07
    65 2.243017093329e-07 4.233373119011e-07
    66 2.246094338803e-07 4.225926029095e-07
    67 2.256943091325e-07 4.226250446228e-07
    68 2.264460618613e-07 4.223086558493e-07
    69 2.266901642076e-07 4.214846166934e-07
    70 2.269891049927e-07 4.207154159763e-07
    71 2.279136896966e-07 4.205561512147e-07
    72 2.283316908864e-07 4.199060109023e-07
    73 2.291505736016e-07 4.196410441520e-07
    74 2.301046843173e-07 4.195113054023e-07
    75 2.315555226494e-07 4.198782942689e-07
    76 2.319430443555e-07 4.191819665094e-07
    77 2.323205936614e-07 4.184756663499e-07
    78 2.329618074907e-07 4.180487386769e-07
    79 2.331575886142e-07 4.171606703350e-07
    80 2.339234718863e-07 4.168427041416e-07
    81 2.347990645711e-07 4.166344473609e-07
    82 2.358481147655e-07 4.166153560531e-07
    83 2.365038204140e-07 4.162029201994e-07
    84 2.369964785038e-07 4.156117288237e-07
    85 2.376415760889e-07 4.151886849065e-07
    86 2.385275940570e-07 4.150222693356e-07
    87 2.394522277673e-07 4.148787615437e-07
    88 2.401208038441e-07 4.144949040816e-07
    89 2.409754542230e-07 4.142814129583e-07
    90 2.418532646968e-07 4.141067898932e-07
    91 2.425364215002e-07 4.137532211208e-07
    92 2.433057369742e-07 4.134858110191e-07
    93 2.439977342149e-07 4.131410826842e-07
    94 2.444994997684e-07 4.126061226620e-07
    95 2.450427032015e-07 4.121283084827e-07
    96 2.459001564508e-07 4.119647441196e-07
    97 2.470137846029e-07 4.120573546592e-07
    98 2.479782243411e-07 4.120164847483e-07
    99 2.493319422610e-07 4.123648930190e-07
   100 2.499842352929e-07 4.120118764017e-07
   101 2.503797695971e-07 4.114178090201e-07
   102 2.510944306433e-07 4.111428683804e-07
   103 2.517522406441e-07 4.108110766954e-07
   104 2.527829645000e-07 4.108679068286e-07
   105 2.541451256827e-07 4.112561742887e-07
   106 2.554559333014e-07 4.116025129627e-07
   107 2.562890072369e-07 4.114774011389e-07
   108 2.574440952344e-07 4.116790157661e-07
   109 2.584799945874e-07 4.117677249340e-07
   110 2.596991846690e-07 4.120475788122e-07
   111 2.605434974660e-07 4.119572677947e-07
   112 2.612809069969e-07 4.117679074929e-07
   113 2.620512661972e-07 4.116162092493e-07
   114 2.637077676401e-07 4.123585072300e-07
   115 2.648445288974e-07 4.125873482104e-07
   116 2.661119135099e-07 4.129515249350e-07
   117 2.670284527637e-07 4.129727102825e-07
   118 2.681020668879e-07 4.131572536858e-07
   119 2.688969567892e-07 4.130709268478e-07
   120 2.702873261240e-07 4.135847918321e-07
   121 2.716786042474e-07 4.141058487906e-07
   122 2.727468807501e-07 4.143117581098e-07
   123 2.742264958943e-07 4.149337184596e-07
   124 2.755627078629e-07 4.154201296154e-07
   125 2.765446094830e-07 4.155569428117e-07
   126 2.778062479437e-07 4.159813468302e-07
   127 2.787875411564e-07 4.161316887860e-07
   128 2.795535038386e-07 4.160729833967e-07
   129 2.809815629107e-07 4.166826575825e-07
   130 2.822593157286e-07 4.171483086995e-07
   131 2.835851138910e-07 4.176698591425e-07
   132 2.849011052642e-07 4.181863151854e-07
   133 2.866948938607e-07 4.191884224332e-07
   134 2.877406167359e-07 4.194471763487e-07
   135 2.891204057310e-07 4.200478503657e-07
   136 2.906296628431e-07 4.207827048887e-07
   137 2.919782678805e-07 4.213647613185e-07
   138 2.933898277210e-07 4.220144849406e-07
   139 2.948781077239e-07 4.227472119103e-07
   140 2.959428431612e-07 4.230642482960e-07
   141 2.971705944494e-07 4.235490129217e-07
   142 2.984349879981e-07 4.240751321968e-07
   143 2.998469466658e-07 4.247566705725e-07
   144 3.017535956633e-07 4.259376116671e-07
   145 3.032859980842e-07 4.267521601666e-07
   146 3.045330761661e-07 4.272845259198e-07
   147 3.062108041703e-07 4.282553955770e-07
   148 3.080625239039e-07 4.294049693525e-07
   149 3.092604894328e-07 4.299070721086e-07
   150 3.104648106225e-07 4.304218137109e-07
   151 3.121156258376e-07 4.313877617275e-07
   152 3.135024445567e-07 4.320944256371e-07
   153 3.150771119979e-07 4.329952214541e-07
   154 3.165303563498e-07 4.337808773670e-07
   155 3.182751209470e-07 4.348627659143e-07
   156 3.196080593130e-07 4.355391114158e-07
   157 3.213121776138e-07 4.365913492410e-07
   158 3.228548508528e-07 4.374884251896e-07
   159 3.245839875630e-07 4.385751062022e-07
   160 3.265203917958e-07 4.398769087189e-07
   161 3.283783197286e-07 4.411033765283e-07
   162 3.301662937770e-07 4.422661736387e-07
   163 3.317370391183e-07 4.432164544309e-07
   164 3.327361792577e-07 4.436014132066e-07
   165 3.343631399155e-07 4.446173340933e-07
   166 3.363277528346e-07 4.459771904265e-07
   167 3.379798947427e-07 4.470292881378e-07
   168 3.397260766815e-07 4.481817090651e-07
   169 3.416229185737e-07 4.494879315384e-07
   170 3.437012824383e-07 4.509803883731e-07
   171 3.456476399153e-07 4.523471220055e-07
   172 3.481138763436e-07 4.542384469782e-07
   173 3.500588974212e-07 4.556116981928e-07
   174 3.516761420029e-07 4.566634560969e-07
   175 3.531448238216e-07 4.575713636269e-07
   176 3.549436430761e-07 4.588125501854e-07
   177 3.574813603208e-07 4.607989179194e-07
   178 3.597208305454e-07 4.624901802259e-07
   179 3.616062437024e-07 4.638336686502e-07
   180 3.633711202816e-07 4.650597620893e-07
   181 3.656084908324e-07 4.667630618890e-07
   182 3.672804848181e-07 4.679056975126e-07
   183 3.693792112546e-07 4.694782071796e-07
   184 3.715881158093e-07 4.711671781502e-07
   185 3.738337603125e-07 4.728960306618e-07
   186 3.758780276331e-07 4.744282183799e-07
   187 3.774709839752e-07 4.755122367121e-07
   188 3.795173363394e-07 4.770543634554e-07
   189 3.822276670195e-07 4.792651809036e-07
   190 3.845331763262e-07 4.810743185710e-07
   191 3.864356247310e-07 4.824851077255e-07
   192 3.884347458402e-07 4.839957111771e-07
   193 3.905391545928e-07 4.856163146610e-07
   194 3.929091990799e-07 4.875056954721e-07
   195 3.952235467403e-07 4.893440918455e-07
   196 3.971204024557e-07 4.907697086628e-07
   197 3.987588828024e-07 4.919385209079e-07
   198 4.004805142214e-07 4.931951966141e-07
   199 4.027154783463e-07 4.949699174153e-07
   200 4.054168693797e-07 4.972126359212e-07
   201 4.077398120521e-07 4.990816184552e-07
   202 4.101302604705e-07 5.010212483278e-07
   203 4.126025359240e-07 5.030474176245e-07
   204 4.146882143548e-07 5.046901314912e-07
   205 4.166381616184e-07 5.062002557832e-07
   206 4.184604222735e-07 5.075858350595e-07
   207 4.210720078641e-07 5.097638808639e-07
   208 4.231243974845e-07 5.113874430871e-07
   209 4.246522153874e-07 5.124880043891e-07
   210 4.262134933223e-07 5.136267381121e-07
   211 4.288100767059e-07 5.158039188765e-07
   212 4.304456640215e-07 5.170232451655e-07
   213 4.322726469717e-07 5.184371086817e-07
   214 4.345103095107e-07 5.202647933794e-07
   215 4.368353629994e-07 5.221830106195e-07
   216 4.395486986995e-07 5.244926516636e-07
   217 4.420439073605e-07 5.265873072613e-07
